<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.05.30	265.63	268.43	261.13	262.03	19487	0	31
2023.05.31	260.08	264.24	258.24	263.80	16962	0	31
2023.06.01	267.01	273.83	266.94	271.27	22161	0	31
2023.06.02	273.68	275.17	270.85	272.56	14928	0	31
2023.06.05	271.22	275.38	269.36	271.64	18274	0	31
2023.06.06	269.62	276.35	269.50	270.98	17355	0	31
2023.06.07	271.28	274.06	262.73	262.86	17776	0	31
2023.06.08	260.54	267.44	258.72	264.59	14703	0	31
2023.06.09	261.95	267.76	261.52	264.52	16600	0	31
2023.06.12	266.84	271.52	265.00	270.47	12415	0	31
2023.06.13	273.86	275.44	268.92	270.91	18125	0	31
2023.06.14	272.33	274.78	268.16	272.09	15066	0	31
2023.06.15	272.43	283.81	271.21	281.80	17271	0	31
2023.06.16	284.49	287.70	280.00	281.05	23257	0	31
2023.06.20	278.01	284.64	275.85	284.19	16763	0	31
2023.06.21	283.05	283.52	277.94	282.51	15914	0	31
2023.06.22	278.32	284.98	276.27	284.98	19429	0	31
2023.06.23	281.39	289.16	278.52	288.76	20889	0	31
2023.06.26	288.35	289.56	277.41	278.90	19280	0	31
2023.06.27	282.41	289.16	280.29	286.62	17874	0	31
2023.06.28	284.41	289.33	283.86	284.37	17510	0	31
2023.06.29	284.84	286.33	280.50	281.25	16836	0	31
2023.06.30	284.92	288.87	284.16	286.81	14081	0	31
2023.07.03	285.78	289.15	284.62	285.99	9161	0	31
2023.07.05	287.10	297.96	286.09	294.52	19937	0	31
2023.07.06	296.33	297.91	291.11	291.83	19487	0	31
2023.07.07	292.26	296.01	288.41	290.73	18243	0	31
2023.07.10	296.02	297.96	286.85	292.90	18715	0	31
2023.07.11	294.96	299.82	291.59	297.72	17282	0	31
2023.07.12	302.29	309.11	299.85	308.84	18123	0	31
2023.07.13	312.18	315.89	310.14	313.76	16595	0	31
2023.07.14	312.06	314.50	307.09	308.10	17390	0	31
2023.07.17	307.37	311.16	304.35	311.10	18051	0	31
2023.07.18	310.93	313.99	307.36	311.89	14728	0	31
2023.07.19	311.48	318.48	310.35	315.88	14595	0	31
2023.07.20	314.18	315.35	302.07	302.07	15378	0	31
2023.07.21	303.12	305.20	290.98	292.71	17433	0	31
2023.07.24	296.09	297.32	288.11	290.73	14754	0	31
2023.07.25	295.32	297.86	291.67	293.96	11943	0	31
2023.07.26	300.37	301.56	291.75	298.22	17778	0	31
2023.07.27	322.96	324.23	310.35	310.35	23016	0	31
2023.07.28	315.44	325.91	314.00	324.73	19174	0	31
2023.07.31	323.85	325.41	317.60	317.79	14003	0	31
2023.08.01	316.58	323.93	314.35	323.14	16326	0	31
2023.08.02	317.33	318.15	310.46	313.09	17228	0	31
2023.08.03	311.57	315.72	311.38	313.13	16018	0	31
2023.08.04	315.92	318.14	310.05	310.08	15192	0	31
2023.08.07	312.16	316.89	310.26	315.73	16108	0	31
2023.08.08	315.85	317.65	309.89	312.50	17220	0	31
2023.08.09	312.26	312.82	302.66	304.72	18436	0	31
2023.08.10	307.63	312.13	303.67	305.42	16963	0	31
2023.08.11	301.49	304.54	300.18	301.78	17045	0	31
2023.08.14	301.01	305.75	298.04	305.47	20456	0	31
2023.08.15	306.34	306.37	299.85	300.95	20856	0	31
2023.08.16	298.99	300.84	294.43	294.71	22641	0	31
2023.08.17	293.05	295.81	285.02	287.03	24018	0	31
2023.08.18	277.06	285.48	274.17	283.76	26668	0	31
2023.08.21	283.03	290.30	281.53	290.05	25720	0	31
2023.08.22	292.00	292.15	286.58	287.40	25151	0	31
2023.08.23	288.32	297.21	288.29	294.27	22300	0	31
2023.08.24	297.71	298.07	286.57	287.48	25508	0	31
2023.08.25	286.13	288.15	275.85	284.93	28676	0	31
2023.08.28	287.01	291.17	285.58	289.85	20212	0	31
2023.08.29	289.40	298.95	287.62	297.47	19772	0	31
2023.08.30	296.44	298.08	293.26	294.44	14609	0	31
2023.08.31	296.43	300.90	295.49	296.84	16829	0	31
2023.09.01	298.43	301.46	294.30	296.10	15234	0	31
2023.09.05	298.44	301.18	294.97	300.29	16151	0	31
2023.09.06	301.57	303.02	295.50	298.34	17333	0	31
2023.09.07	298.39	306.85	292.07	298.09	23750	0	31
2023.09.08	299.52	305.01	296.93	297.13	16036	0	31
2023.09.11	301.55	308.82	300.98	306.69	17861	0	31
2023.09.12	306.96	308.41	300.05	301.92	18507	0	31
2023.09.13	301.85	306.94	301.11	304.35	19546	0	31
2023.09.14	306.76	312.66	304.91	310.73	21137	0	31
2023.09.15	310.66	311.17	298.61	299.45	20773	0	31
2023.09.18	298.88	303.43	298.21	301.61	19545	0	31
2023.09.19	301.92	305.95	299.60	304.56	21307	0	31
2023.09.20	304.33	307.82	299.08	299.85	22337	0	31
2023.09.21	295.95	300.07	293.04	296.39	36448	0	31
2023.09.22	299.31	305.17	297.92	299.09	21959	0	31
2023.09.25	295.84	300.49	293.46	299.63	28218	0	31
2023.09.26	298.39	300.09	295.85	298.62	30179	0	31
2023.09.27	299.80	301.07	286.61	297.37	34340	0	31
2023.09.28	298.67	306.04	296.52	303.72	24767	0	31
2023.09.29	306.72	310.38	299.64	300.41	27104	0	31
2023.10.02	301.57	306.99	301.54	306.06	25949	0	31
2023.10.03	304.12	306.61	299.47	300.18	25983	0	31
2023.10.04	299.72	306.73	299.26	306.09	25116	0	31
2023.10.05	304.53	306.05	299.32	304.45	23966	0	31
2023.10.06	302.13	316.13	300.69	315.32	29501	0	31
2023.10.09	312.46	320.06	311.58	318.00	23948	0	31
2023.10.10	318.97	324.47	317.92	321.28	21917	0	31
2023.10.11	323.46	328.62	322.78	327.50	24562	0	31
2023.10.12	327.16	330.35	322.52	324.14	24958	0	31
2023.10.13	323.13	324.84	312.18	314.54	25964	0	31
2023.10.16	317.83	321.58	315.27	321.25	22226	0	31
2023.10.17	318.69	324.22	317.11	323.43	26729	0	31
2023.10.18	321.93	325.53	315.38	316.77	27229	0	31
2023.10.19	320.37	321.60	311.55	313.08	28751	0	31
2023.10.20	312.97	315.05	306.28	308.37	26085	0	31
2023.10.23	309.34	317.17	307.19	313.29	25278	0	31
2023.10.24	316.85	318.15	310.45	311.88	23825	0	31
2023.10.25	309.43	309.70	298.67	298.91	25845	0	31
2023.10.26	291.60	293.59	279.16	287.48	37336	0	31
2023.10.27	295.37	299.08	292.78	296.01	41618	0	31
2023.10.30	300.04	309.10	298.90	302.38	25190	0	31
2023.10.31	303.20	303.20	296.65	300.66	24978	0	31
2023.11.01	302.45	312.55	301.65	311.58	26382	0	31
2023.11.02	317.67	318.47	308.18	311.06	19627	0	31
2023.11.03	311.85	315.36	310.85	314.46	19512	0	31
2023.11.06	316.08	318.14	314.27	315.02	17173	0	31
2023.11.07	316.51	320.80	314.95	318.23	21089	0	31
2023.11.08	318.69	321.15	314.70	319.84	20435	0	31
2023.11.09	319.64	323.99	318.67	319.79	25176	0	31
2023.11.10	319.86	328.62	319.40	328.34	22098	0	31
2023.11.13	326.50	332.12	325.55	329.38	19052	0	31
2023.11.14	334.37	337.87	333.15	335.95	20823	0	31
2023.11.15	336.91	337.31	329.85	332.69	21796	0	31
2023.11.16	328.21	334.40	326.13	333.61	26209	0	31
2023.11.17	329.97	335.32	329.92	334.84	21678	0	31
2023.11.20	333.96	341.61	333.84	339.52	20554	0	31
2023.11.21	337.24	339.69	335.70	336.86	19871	0	31
2023.11.22	339.38	342.74	338.95	341.31	19653	0	31
2023.11.24	339.44	341.60	336.56	337.96	9186	0	31
2023.11.27	337.16	339.70	334.15	334.62	16892	0	31
2023.11.28	334.09	338.64	333.51	338.58	22322	0	31
2023.11.29	338.99	339.67	330.60	332.07	18871	0	31
2023.11.30	331.09	333.25	322.22	325.40	20818	0	31
2023.12.01	324.82	326.61	320.60	323.95	19048	0	31
2023.12.04	316.24	320.69	313.44	319.66	19593	0	31
2023.12.05	318.49	321.72	315.18	318.11	21306	0	31
2023.12.06	320.85	321.98	317.05	317.20	22795	0	31
2023.12.07	318.72	328.03	318.48	326.66	21335	0	31
2023.12.08	323.76	333.01	323.27	332.32	19698	0	31
2023.12.11	328.19	328.26	319.85	325.34	17934	0	31
2023.12.12	325.41	334.30	324.49	333.91	17129	0	31
2023.12.13	333.62	338.17	332.41	334.25	18903	0	31
2023.12.14	333.34	334.13	328.32	332.94	21096	0	31
2023.12.15	331.50	338.43	331.22	337.70	17530	0	31
2023.12.18	336.85	347.35	336.85	344.71	16959	0	31
2023.12.19	345.07	353.37	345.07	350.16	16271	0	31
2023.12.20	348.80	354.69	347.86	350.79	18807	0	31
2023.12.21	354.76	356.12	349.04	353.70	21903	0	31
2023.12.22	354.89	356.97	350.96	353.15	17739	0	31
2023.12.26	353.68	356.79	353.27	354.81	12007	0	31
2023.12.27	355.61	358.78	355.46	357.11	14769	0	31
2023.12.28	360.03	361.71	357.19	357.19	16703	0	31
2023.12.29	358.98	359.61	351.59	352.84	15756	0	31
2024.01.02	351.79	352.97	339.86	345.67	22105	0	31
2024.01.03	344.36	347.74	343.17	343.55	21580	0	31
2024.01.04	344.98	347.95	343.17	346.39	17320	0	31
2024.01.05	348.15	353.29	345.94	351.18	22228	0	31
2024.01.08	354.04	358.65	351.84	358.49	18261	0	31
2024.01.09	357.15	360.46	355.11	357.16	20185	0	31
2024.01.10	361.16	372.76	358.85	370.12	21462	0	31
2024.01.11	371.33	371.77	362.79	369.19	22832	0	31
2024.01.12	370.05	376.85	369.86	374.45	23044	0	31
2024.01.16	372.57	375.42	367.45	367.56	23142	0	31
2024.01.17	365.58	368.28	358.39	367.95	20244	0	31
2024.01.18	371.89	376.67	370.68	376.13	23863	0	31
2024.01.19	379.05	384.19	377.78	382.64	20338	0	31
2024.01.22	388.87	390.12	380.85	381.63	17777	0	0
2024.01.23	383.71	388.17	381.90	385.01	16289	0	31
2024.01.24	390.37	395.95	387.38	390.19	22001	0	31
2024.01.25	388.33	395.24	385.41	392.45	23230	0	31
2024.01.26	393.82	396.60	391.38	393.76	15948	0	31
2024.01.29	394.28	402.75	392.81	400.89	14463	0	31
2024.01.30	403.85	406.16	399.85	399.90	15453	0	31
2024.01.31	389.04	397.79	388.65	389.59	19072	0	31
2024.02.01	395.04	400.18	392.85	394.13	15198	0	31
2024.02.02	459.49	485.75	452.95	475.34	28479	0	31
2024.02.05	470.67	471.43	459.85	461.13	21988	0	31
2024.02.06	465.64	466.75	453.85	453.91	15792	0	31
2024.02.07	455.88	471.29	455.88	468.88	16229	0	31
2024.02.08	467.15	470.35	464.85	469.49	13693	0	31
2024.02.09	472.07	473.25	467.23	467.80	13653	0	31
2024.02.12	467.81	478.97	466.30	468.89	16245	0	31
2024.02.13	455.88	467.41	455.24	459.41	15793	0	31
2024.02.14	467.98	473.80	465.96	472.86	12765	0	31
2024.02.15	476.76	488.41	472.09	483.67	16794	0	31
2024.02.16	477.47	478.61	468.86	473.21	16935	0	31
2024.02.20	470.61	475.91	466.29	470.42	14955	0	31
2024.02.21	466.59	468.80	461.52	467.38	12003	0	31
2024.02.22	478.28	489.81	475.64	486.61	17323	0	31
2024.02.23	489.00	494.03	482.16	484.65	14748	0	31
2024.02.26	484.17	485.88	480.45	481.74	11949	0	31
2024.02.27	480.17	486.89	479.75	485.93	11287	0	31
2024.02.28	485.15	490.76	482.55	482.99	10953	0	31
2024.02.29	488.05	491.43	482.29	490.07	11791	0	31
2024.03.01	494.63	504.04	494.60	502.01	13763	0	31
2024.03.04	500.86	504.18	496.07	497.56	12283	0	31
2024.03.05	494.00	495.34	487.85	489.70	12710	0	31
2024.03.06	497.95	502.63	494.15	496.80	12285	0	31
2024.03.07	502.91	519.49	500.86	511.96	15058	0	31
2024.03.08	515.05	523.26	499.04	505.11	15691	0	31
2024.03.11	494.85	495.42	475.39	482.53	14626	0	31
2024.03.12	491.07	501.97	484.34	500.50	13560	0	31
2024.03.13	495.21	500.54	490.86	495.39	8586	0	31
2024.03.14	498.24	499.64	488.02	490.70	9963	0	31
2024.03.15	489.45	489.71	481.14	482.27	10337	0	31
2024.03.18	489.98	496.44	486.65	496.21	9414	0	31
2024.03.19	486.89	496.35	481.10	496.12	7615	0	31
2024.03.20	497.36	507.90	494.74	505.43	9280	0	31
2024.03.21	511.36	512.18	505.67	507.61	7450	0	32
2024.03.22	505.33	509.77	503.68	509.58	6638	0	31
2024.03.25	505.73	506.88	499.87	503.59	7690	0	31
2024.03.26	505.57	509.79	495.89	496.14	8356	0	31
2024.03.27	498.83	499.36	487.87	493.79	9098	0	31
2024.03.28	488.16	491.45	484.94	486.85	9958	0	31
2024.04.01	485.36	497.13	481.52	491.04	10421	0	31
2024.04.02	486.32	497.31	484.43	496.42	10294	0	31
2024.04.03	499.99	507.03	499.38	506.55	11761	0	31
2024.04.04	516.95	529.77	511.33	511.78	17035	0	31
2024.04.05	517.47	530.46	513.95	526.61	15409	0	31
2024.04.08	527.35	531.21	519.25	519.39	11182	0	31
2024.04.09	522.13	525.38	506.44	515.50	13702	0	31
2024.04.10	507.13	522.25	505.39	519.76	15009	0	31
2024.04.11	520.17	523.61	517.02	523.18	10769	0	31
2024.04.12	518.66	519.81	509.11	511.46	10883	0	31
2024.04.15	515.78	518.25	497.04	499.99	12625	0	31
2024.04.16	498.81	504.43	497.42	501.06	11833	0	31
2024.04.17	500.80	501.39	486.98	495.59	14588	0	31
2024.04.18	502.81	511.95	498.34	501.90	16785	0	31
2024.04.19	497.97	498.75	475.21	480.74	18571	0	31
2024.04.22	488.65	491.57	473.21	481.75	17169	0	31
2024.04.23	489.25	498.54	488.55	495.35	12359	0	32
2024.04.24	506.05	506.87	483.87	493.66	18890	0	31
2024.04.25	421.08	445.50	413.85	440.64	26174	0	31
2024.04.26	440.85	446.21	431.85	443.03	18742	0	31
2024.04.29	437.61	438.74	428.36	432.18	15081	0	31
2024.04.30	430.50	439.38	429.45	430.85	13500	0	32
2024.05.01	429.41	449.62	426.92	438.60	16668	0	31
2024.05.02	436.87	443.66	432.04	440.26	12816	0	31
2024.05.03	445.03	453.92	443.70	451.26	12629	0	31
2024.05.06	455.08	465.74	453.10	465.50	11280	0	31
2024.05.07	465.83	471.27	461.15	467.98	10822	0	31
2024.05.08	464.56	475.39	464.33	472.29	10493	0	31
2024.05.09	471.10	475.83	467.42	474.55	9149	0	31
2024.05.10	475.85	477.02	469.32	476.12	10136	0	31
2024.05.13	471.41	472.96	462.52	467.81	11537	0	31
2024.05.14	462.27	472.29	459.85	471.92	12053	0	31
2024.05.15	473.87	482.26	471.05	481.46	12390	0	31
2024.05.16	474.11	477.43	472.35	475.53	11103	0	31
2024.05.17	470.60	472.02	468.26	471.10	7441	0	31
2024.05.20	469.35	472.94	466.85	468.63	8723	0	31
2024.05.21	467.57	470.33	462.05	464.41	8592	0	31
2024.05.22	467.54	473.49	465.35	467.52	11062	0	31
2024.05.23	472.62	474.12	461.29	465.89	12518	0	31
2024.05.24	466.33	479.66	466.06	478.01	14350	0	31
2024.05.28	476.86	480.55	474.65	477.53	8536	0	31
2024.05.29	475.57	479.62	473.46	473.71	8676	0	31
2024.05.30	471.17	471.25	464.49	466.76	12093	0	31
2024.05.31	466.76	468.51	454.35	465.31	11908	0	31
2024.06.03	469.76	479.39	467.94	476.20	13611	0	31
2024.06.04	476.98	478.72	473.06	476.66	8894	0	31
2024.06.05	484.30	496.43	483.74	494.97	12028	0	31
2024.06.06	492.58	502.46	490.54	492.49	13132	0	31
2024.06.07	492.64	498.69	489.86	492.26	10101	0	31
2024.06.10	494.03	502.26	492.83	501.89	9930	0	31
2024.06.11	500.85	507.26	498.10	506.39	8502	0	31
2024.06.12	509.98	511.98	504.19	508.22	9962	0	18
2024.06.13	505.10	509.11	501.13	504.38	9349	0	31
2024.06.14	501.70	506.87	500.58	502.23	8611	0	31
2024.06.17	501.92	510.53	495.85	508.25	9516	0	31
2024.06.18	504.03	505.72	494.86	498.20	8246	0	31
2024.06.20	499.87	503.44	496.53	502.56	9374	0	31
2024.06.21	500.49	502.07	492.25	495.46	8642	0	31
2024.06.24	499.30	507.58	494.03	498.17	13087	0	31
2024.06.25	498.14	510.49	496.54	508.33	10445	0	31
2024.06.26	505.62	513.50	504.82	512.42	7170	0	31
2024.06.27	514.55	522.60	514.33	518.04	8864	0	31
2024.06.28	517.49	521.64	506.71	507.18	9722	0	31
2024.07.01	504.53	505.93	492.98	504.50	9922	0	31
2024.07.02	500.17	510.31	499.05	509.37	8128	0	31
2024.07.03	506.96	511.05	506.10	509.62	4878	0	31
2024.07.05	511.96	540.65	511.43	539.67	14300	0	31
2024.07.08	537.85	539.09	526.46	528.41	9067	0	31
2024.07.09	532.87	537.11	528.02	529.31	7783	0	31
2024.07.10	531.15	538.62	528.11	535.34	8466	0	31
2024.07.11	532.35	534.96	508.18	512.35	12284	0	31
2024.07.12	499.86	507.73	494.08	498.85	12901	0	31
2024.07.15	496.62	506.23	492.94	494.66	10044	0	31
2024.07.16	498.45	503.64	485.65	489.42	9760	0	31
2024.07.17	476.21	476.85	458.89	461.77	15319	0	31
2024.07.18	473.95	479.02	464.25	475.52	14028	0	31
2024.07.19	477.90	486.49	475.54	476.03	10467	0	31
2024.07.22	487.88	491.86	483.52	486.85	8991	0	31
2024.07.23	492.42	494.99	487.56	487.85	7830	0	32
2024.07.24	473.65	475.94	461.35	461.69	11283	0	31
2024.07.25	463.03	463.30	442.29	454.37	14098	0	31
2024.07.26	465.14	469.54	459.04	463.85	12340	0	31
2024.07.29	469.01	473.71	464.85	465.91	7834	0	31
2024.07.30	467.37	472.40	456.40	464.32	8391	0	31
2024.07.31	470.85	475.67	466.55	474.88	11105	0	31
2024.08.01	518.01	526.93	491.89	494.89	18192	0	31
2024.08.02	488.89	500.81	475.86	486.48	14716	0	31
2024.08.05	453.48	482.99	450.96	474.46	13030	0	31
2024.08.06	479.56	502.33	478.86	494.02	15490	0	31
2024.08.07	503.17	509.92	486.58	490.43	14956	0	31
2024.08.08	497.09	509.64	494.21	508.24	13897	0	31
2024.08.09	508.93	516.64	504.91	515.46	13510	0	31
2024.08.12	516.20	517.72	508.73	514.51	9519	0	31
2024.08.13	519.29	531.15	518.75	528.73	9440	0	28
2024.08.14	528.93	533.64	522.98	526.73	8443	0	31
2024.08.15	528.88	539.50	526.37	536.10	7460	0	31
2024.08.16	532.44	533.34	524.64	527.57	10109	0	31
2024.08.19	527.75	531.40	522.34	529.03	6951	0	31
2024.08.20	526.82	530.83	525.66	526.61	6823	0	31
2024.08.21	527.40	539.03	526.65	534.37	11071	0	31
2024.08.22	535.79	543.88	528.48	530.24	11576	0	31
2024.08.23	535.89	539.55	524.85	527.82	12201	0	31
2024.08.26	525.65	526.91	514.69	519.87	7542	0	31
2024.08.27	517.60	523.73	515.15	518.61	6260	0	32
2024.08.28	517.30	520.81	511.85	517.56	8808	0	31
2024.08.29	518.85	526.73	515.13	517.05	9328	0	31
2024.08.30	522.78	523.26	514.87	520.58	7303	0	31
2024.09.03	519.86	525.26	508.35	510.52	13443	0	31
2024.09.04	505.43	516.31	503.85	512.63	11459	0	31
2024.09.05	512.74	521.33	512.19	515.61	9235	0	31
2024.09.06	521.01	524.11	497.91	500.96	16314	0	31
2024.09.09	505.76	511.10	501.90	503.64	11724	0	31
2024.09.10	508.82	513.67	499.85	505.89	8257	0	31
2024.09.11	506.37	512.18	495.37	511.33	9644	0	31
2024.09.12	515.34	526.50	514.71	524.69	9978	0	31
2024.09.13	520.80	527.35	516.58	524.32	9995	0	31
2024.09.16	522.43	533.77	517.08	533.18	9192	0	31
2024.09.17	535.86	541.90	530.21	534.98	8709	0	31
2024.09.18	536.69	543.96	533.72	537.65	10924	0	31
2024.09.19	547.95	561.87	546.36	559.66	11841	0	31
2024.09.20	559.38	564.31	556.11	560.29	10605	0	31
2024.09.23	568.53	573.66	562.13	563.75	7748	0	31
2024.09.24	566.73	566.93	553.96	562.25	8695	0	31
2024.09.25	564.09	576.51	564.09	570.77	11035	0	31
2024.09.26	572.35	577.13	562.13	567.73	10931	0	31
2024.09.27	569.86	570.29	564.35	567.25	8486	0	31
2024.09.30	565.85	574.42	564.59	571.45	9053	0	30
2024.10.01	580.72	582.62	569.89	577.04	12151	0	31
2024.10.02	573.44	575.64	568.97	573.11	6963	0	31
2024.10.03	568.87	583.05	568.29	582.21	10411	0	31
2024.10.04	585.41	595.50	581.25	595.49	12328	0	31
2024.10.07	599.61	602.68	583.89	585.38	9622	0	31
2024.10.08	586.92	593.31	585.74	592.11	7303	0	31
2024.10.09	591.97	592.48	581.49	590.18	7821	0	31
2024.10.10	586.83	589.81	582.35	584.04	7008	0	32
2024.10.11	582.90	591.01	582.40	590.68	7461	0	31
2024.10.14	592.43	599.73	590.16	590.72	7253	0	31
2024.10.15	588.16	589.72	579.95	585.63	8906	0	31
2024.10.16	580.29	581.33	573.88	576.17	7460	0	31
2024.10.17	582.04	584.71	575.00	576.69	6327	0	31
2024.10.18	580.43	583.66	575.05	575.74	5805	0	31
2024.10.21	576.22	576.54	568.98	574.32	6068	0	31
2024.10.22	573.52	583.27	571.95	581.87	7637	0	31
2024.10.23	581.00	584.55	562.32	562.81	9447	0	31
2024.10.24	565.93	568.55	561.20	567.55	5514	0	31
2024.10.25	572.93	581.03	571.48	574.50	8273	0	31
2024.10.28	581.94	583.39	573.95	578.95	7114	0	31
2024.10.29	579.49	593.42	575.23	592.52	7553	0	31
2024.10.30	595.85	600.34	589.19	592.05	10950	0	31
2024.10.31	578.93	589.49	562.85	566.55	13065	0	31
2024.11.01	567.35	573.40	562.38	567.34	9320	0	31
2024.11.04	563.42	568.47	557.82	559.87	7200	0	31
2024.11.05	569.11	573.04	567.15	572.58	5906	0	31
2024.11.06	562.19	572.80	554.95	569.15	8845	0	31
2024.11.07	578.03	594.56	578.03	590.84	10000	0	31
2024.11.08	591.86	592.74	584.44	588.36	6291	0	31
2024.11.11	585.85	585.87	576.35	582.49	4784	0	31
2024.11.12	587.39	599.36	580.17	585.20	28467	0	31
2024.11.13	582.14	585.38	574.89	578.86	21535	0	31
2024.11.14	577.20	580.36	572.84	576.56	19660	0	31
2024.11.15	570.36	571.19	551.84	553.67	30887	0	31
2024.11.18	554.00	559.67	549.89	554.64	22027	0	31
2024.11.19	550.35	560.77	550.34	559.93	18188	0	32
2024.11.20	561.76	566.05	554.01	565.52	20722	0	31
2024.11.21	567.90	569.20	548.84	561.98	27063	0	31
2024.11.22	561.98	562.02	554.28	558.31	25051	0	31
2024.11.25	560.57	572.21	556.24	562.86	23938	0	31
2024.11.26	565.80	577.23	565.80	573.80	23075	0	31
2024.11.27	573.74	573.74	563.85	567.58	19732	0	31
2024.11.29	568.56	578.26	566.63	574.01	15991	0	31
2024.12.02	576.40	594.33	575.73	591.39	13784	0	31
2024.12.03	592.74	613.16	591.15	612.98	15660	0	31
2024.12.04	613.54	617.40	604.85	613.47	14307	0	31
2024.12.05	617.24	619.51	606.72	608.01	11686	0	33
2024.12.06	610.15	629.52	608.34	622.57	16456	0	31
2024.12.09	621.42	625.89	605.96	612.76	12190	0	31
2024.12.10	615.56	625.30	612.58	618.46	11981	0	31
2024.12.11	625.21	638.18	624.84	633.34	12933	0	31
2024.12.12	631.31	636.40	627.09	631.06	12837	0	31
2024.12.13	627.46	630.70	616.73	619.80	12904	0	32
2024.12.16	627.87	630.74	618.43	624.86	11918	0	31
2024.12.17	627.75	631.80	616.41	618.38	13505	0	32
2024.12.18	619.31	627.10	595.59	602.73	16235	0	31
2024.12.19	609.76	610.86	596.70	596.86	29767	0	31
2024.12.20	591.56	602.87	586.89	588.02	26624	0	31
2024.12.23	593.61	600.34	586.06	598.96	21806	0	32
2024.12.24	600.54	607.49	598.87	606.96	9859	0	31
2024.12.26	604.88	605.76	598.72	603.88	16228	0	31
2024.12.27	600.47	601.25	589.52	597.86	30136	0	31
2024.12.30	590.66	596.68	585.37	592.23	26404	0	32
2024.12.31	592.21	593.73	584.14	584.87	31324	0	32
2025.01.02	590.87	604.59	587.64	597.29	48171	0	31
2025.01.03	603.94	609.08	596.08	603.84	35072	0	31
2025.01.06	611.05	629.39	605.27	629.29	31084	0	31
2025.01.07	628.97	629.24	607.97	616.89	39706	0	30
2025.01.08	610.56	616.15	602.35	609.37	42102	0	31
2025.01.10	610.31	629.63	597.12	617.11	56322	0	31
2025.01.13	605.40	608.15	598.28	607.24	34525	0	32
2025.01.14	603.64	604.62	588.34	592.66	33109	0	31
2025.01.15	612.29	622.19	606.46	618.21	28898	0	31
2025.01.16	612.35	615.86	609.34	612.51	34013	0	31
2025.01.17	621.43	622.95	603.34	613.22	28234	0	31
2025.01.21	617.38	620.85	608.85	616.15	25170	0	31
2025.01.22	621.20	633.32	619.99	623.56	23195	0	31
2025.01.23	624.66	634.62	620.84	634.36	20755	0	31
2025.01.24	635.85	651.83	634.81	646.71	47421	0	31
2025.01.27	633.04	663.27	624.95	655.93	63744	0	31
2025.01.28	671.49	682.23	659.10	673.30	51510	0	31
2025.01.29	671.84	680.85	665.20	675.34	19838	0	31
2025.01.30	695.55	710.35	675.86	687.08	27104	0	32
2025.01.31	693.07	704.89	685.39	687.70	21823	0	31
2025.02.03	677.63	703.74	676.54	697.04	21458	0	31
2025.02.04	700.40	707.34	691.16	705.10	14677	0	31
2025.02.05	702.18	717.72	698.85	703.63	17991	0	32
2025.02.06	705.49	718.68	702.92	711.14	15642	0	31
2025.02.07	718.33	724.66	711.39	715.07	21738	0	31
2025.02.10	715.52	720.74	710.98	716.09	14431	0	31
2025.02.11	711.40	723.48	709.85	720.45	15103	0	31
2025.02.12	712.56	726.89	712.45	725.73	17119	0	31
2025.02.13	720.66	728.33	717.85	727.93	15690	0	31
2025.02.14	726.91	740.63	725.45	738.43	19290	0	31
2025.02.18	734.65	735.89	706.28	713.50	19455	0	31
2025.02.19	705.32	706.22	695.15	702.89	19910	0	31
2025.02.20	694.87	705.25	693.43	696.45	16502	0	31
2025.02.21	697.09	703.51	682.21	683.79	18647	0	31
2025.02.24	684.59	686.74	662.32	666.75	27048	0	31
2025.02.25	663.22	667.65	641.34	656.65	22776	0	31
2025.02.26	658.76	682.68	658.62	673.65	16878	0	31
2025.02.27	686.17	688.30	658.34	658.55	18059	0	32
2025.02.28	653.88	668.99	642.14	668.41	20713	0	31
2025.03.03	673.48	680.90	650.64	654.14	16169	0	31
2025.03.04	645.65	649.51	623.45	637.34	24379	0	32
2025.03.05	641.86	659.26	637.22	657.71	21294	0	31
2025.03.06	645.76	650.15	623.85	628.21	20828	0	31
2025.03.07	625.99	633.93	600.28	626.38	26586	0	30
2025.03.10	605.66	609.73	585.97	596.07	24141	0	31
2025.03.11	596.74	614.34	595.40	607.53	22149	0	31
2025.03.12	625.48	632.86	608.56	619.95	23447	0	30
2025.03.13	617.95	618.92	586.05	589.72	18542	0	31
2025.03.14	602.43	608.38	594.64	608.17	15247	0	31
2025.03.17	607.13	612.68	597.85	604.54	14024	0	31
2025.03.18	597.41	597.45	574.45	580.84	17653	0	31
2025.03.19	583.40	591.93	574.54	584.83	17127	0	31
2025.03.20	580.85	609.85	579.21	585.11	21185	0	31
2025.03.21	584.51	597.23	580.30	594.45	21201	0	31
2025.03.24	613.14	622.21	612.07	619.21	16983	0	31
2025.03.25	625.75	633.65	621.01	625.89	18326	0	31
2025.03.26	625.66	626.23	606.45	610.92	18442	0	31
2025.03.27	602.58	614.01	599.84	601.69	18046	0	31
2025.03.28	599.67	601.49	573.74	576.31	24461	0	31
2025.03.31	564.51	578.47	553.06	576.72	52808	0	31
2025.04.01	572.27	589.65	572.09	586.41	23614	0	31
2025.04.02	572.08	592.41	571.85	584.30	22646	0	31
2025.04.03	545.87	552.22	531.67	532.91	44841	0	31
